Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,NPS
ID4111,Becky,2021-03-13,16:17:46,Payment related,Y,Y,41.0,221.0,8.0,,,,,0
ID4112,Becky,2021-03-13,16:17:46,Streaming,Y,Y,22.0,43.0,2.0,,,,,-100
ID4114,Martha,2021-03-13,16:53:46,Contract related,Y,Y,93.0,219.0,6.0,,,,,-100
ID4115,Jim,2021-03-13,17:02:24,Admin Support,Y,Y,20.0,260.0,10.0,,,,,100
ID4116,Dan,2021-03-13,17:02:24,Contract related,Y,Y,90.0,245.0,8.0,,,,,0
ID4117,Becky,2021-03-13,17:24:00,Technical Support,Y,Y,107.0,393.0,6.0,,,,,-100
ID4119,Dan,2021-03-13,17:44:10,Contract related,Y,Y,38.0,343.0,6.0,,,,,-100
ID4121,Becky,2021-03-14,9:00:00,Streaming,Y,Y,50.0,117.0,8.0,,,,,0
ID4122,Greg,2021-03-14,9:00:00,Admin Support,Y,Y,90.0,306.0,8.0,,,,,0
ID4123,Becky,2021-03-14,9:20:10,Admin Support,Y,Y,22.0,261.0,8.0,,,,,0
ID4125,Martha,2021-03-14,9:57:36,Streaming,Y,Y,67.0,305.0,8.0,,,,,0
ID4126,Dan,2021-03-14,9:57:36,Contract related,Y,Y,89.0,380.0,6.0,,,,,-100
ID4127,Becky,2021-03-14,10:07:41,Payment related,Y,Y,21.0,346.0,6.0,,,,,-100
ID4128,Diane,2021-03-14,10:07:41,Contract related,Y,Y,34.0,64.0,8.0,,,,,0
ID4129,Diane,2021-03-14,10:09:07,Contract related,Y,Y,77.0,48.0,4.0,,,,,-100
ID4130,Diane,2021-03-14,10:09:07,Admin Support,Y,Y,72.0,165.0,2.0,,,,,-100
ID4131,Joe,2021-03-14,10:32:10,Streaming,Y,Y,83.0,121.0,6.0,,,,,-100
ID4132,Jim,2021-03-14,10:32:10,Streaming,Y,Y,120.0,106.0,6.0,,,,,-100
ID4133,Diane,2021-03-14,11:09:36,Contract related,Y,Y,82.0,256.0,10.0,,,,,100
ID4134,Martha,2021-03-14,11:09:36,Streaming,Y,Y,61.0,399.0,10.0,,,,,100
ID4135,Jim,2021-03-14,11:25:26,Contract related,Y,Y,69.0,159.0,4.0,,,,,-100
ID4136,Jim,2021-03-14,11:25:26,Technical Support,Y,N,19.0,257.0,8.0,,,,,0
ID4137,Diane,2021-03-14,11:36:58,Technical Support,Y,Y,35.0,255.0,4.0,,,,,-100
ID4139,Jim,2021-03-14,11:52:48,Contract related,Y,Y,11.0,388.0,6.0,,,,,-100
ID4140,Jim,2021-03-14,11:52:48,Admin Support,Y,Y,110.0,49.0,6.0,,,,,-100
ID4141,Dan,2021-03-14,13:00:29,Payment related,Y,Y,119.0,137.0,2.0,,,,,-100
ID4142,Jim,2021-03-14,13:00:29,Contract related,Y,Y,38.0,87.0,8.0,,,,,0
ID4143,Joe,2021-03-14,13:09:07,Payment related,Y,Y,40.0,308.0,8.0,,,,,0
ID4144,Dan,2021-03-14,13:09:07,Streaming,Y,Y,19.0,266.0,10.0,,,,,100
ID4146,Martha,2021-03-14,13:16:19,Payment related,Y,Y,63.0,345.0,6.0,,,,,-100
ID4147,Jim,2021-03-14,13:24:58,Technical Support,Y,Y,33.0,190.0,10.0,,,,,100
ID4149,Jim,2021-03-14,13:40:48,Admin Support,Y,N,26.0,308.0,10.0,,,,,100
ID4152,Jim,2021-03-14,13:46:34,Admin Support,Y,Y,81.0,211.0,10.0,,,,,100
ID4153,Martha,2021-03-14,14:03:50,Technical Support,Y,Y,65.0,388.0,6.0,,,,,-100
ID4154,Jim,2021-03-14,14:03:50,Admin Support,Y,Y,84.0,254.0,6.0,,,,,-100
ID4155,Jim,2021-03-14,14:25:26,Admin Support,Y,Y,42.0,292.0,2.0,,,,,-100
ID4158,Martha,2021-03-14,14:39:50,Streaming,Y,Y,123.0,218.0,4.0,,,,,-100
ID4159,Greg,2021-03-14,15:17:17,Contract related,Y,Y,65.0,397.0,8.0,,,,,0
ID4160,Diane,2021-03-14,15:17:17,Contract related,Y,Y,33.0,343.0,10.0,,,,,100
ID4161,Diane,2021-03-14,15:27:22,Payment related,Y,Y,117.0,244.0,6.0,,,,,-100
ID4162,Diane,2021-03-14,15:27:22,Streaming,Y,Y,122.0,96.0,6.0,,,,,-100
ID4163,Jim,2021-03-14,15:43:12,Technical Support,Y,Y,21.0,325.0,8.0,,,,,0
ID4164,Dan,2021-03-14,15:43:12,Streaming,Y,N,48.0,256.0,8.0,,,,,0
ID4166,Diane,2021-03-14,16:36:29,Technical Support,Y,Y,98.0,177.0,2.0,,,,,-100
ID4167,Dan,2021-03-14,16:36:29,Streaming,Y,Y,95.0,151.0,8.0,,,,,0
ID4168,Dan,2021-03-14,16:36:29,Contract related,Y,Y,28.0,408.0,6.0,,,,,-100
ID4172,Greg,2021-03-15,9:08:38,Streaming,Y,Y,40.0,292.0,6.0,,,,,-100
ID4173,Martha,2021-03-15,9:30:14,Streaming,Y,Y,13.0,223.0,4.0,,,,,-100
ID4174,Becky,2021-03-15,9:30:14,Streaming,Y,Y,71.0,79.0,10.0,,,,,100
ID4175,Martha,2021-03-15,9:44:38,Technical Support,Y,Y,106.0,46.0,8.0,,,,,0
ID4176,Dan,2021-03-15,9:44:38,Streaming,Y,N,94.0,211.0,8.0,,,,,0
ID4177,Greg,2021-03-15,10:00:29,Payment related,Y,Y,74.0,239.0,10.0,,,,,100
ID4178,Dan,2021-03-15,10:00:29,Contract related,Y,Y,34.0,38.0,8.0,,,,,0
ID4179,Jim,2021-03-15,10:09:07,Admin Support,Y,Y,38.0,126.0,4.0,,,,,-100
ID4180,Jim,2021-03-15,10:09:07,Technical Support,Y,Y,31.0,173.0,8.0,,,,,0
ID4181,Martha,2021-03-15,10:13:26,Contract related,Y,Y,13.0,185.0,6.0,,,,,-100
ID4182,Stewart,2021-03-15,10:13:26,Technical Support,Y,Y,79.0,108.0,6.0,,,,,-100
ID4183,Stewart,2021-03-15,11:06:43,Contract related,Y,Y,49.0,300.0,4.0,,,,,-100
ID4184,Stewart,2021-03-15,11:06:43,Technical Support,Y,Y,89.0,239.0,2.0,,,,,-100
ID4185,Jim,2021-03-15,11:09:36,Streaming,Y,Y,37.0,297.0,10.0,,,,,100
ID4188,Diane,2021-03-15,11:58:34,Admin Support,Y,Y,51.0,142.0,6.0,,,,,-100
ID4189,Greg,2021-03-15,12:10:05,Payment related,Y,Y,49.0,131.0,2.0,,,,,-100
ID4191,Becky,2021-03-15,12:28:48,Admin Support,Y,Y,14.0,344.0,8.0,,,,,0
ID4192,Joe,2021-03-15,12:28:48,Payment related,Y,Y,91.0,287.0,6.0,,,,,-100
ID4194,Greg,2021-03-15,13:07:41,Admin Support,Y,Y,111.0,188.0,6.0,,,,,-100
ID4195,Martha,2021-03-15,13:33:36,Contract related,Y,Y,80.0,286.0,10.0,,,,,100
ID4196,Dan,2021-03-15,13:33:36,Admin Support,Y,Y,119.0,114.0,6.0,,,,,-100
ID4197,Jim,2021-03-15,13:52:19,Contract related,Y,Y,68.0,197.0,6.0,,,,,-100
ID4199,Jim,2021-03-15,14:09:36,Contract related,Y,Y,109.0,145.0,6.0,,,,,-100
ID4200,Stewart,2021-03-15,14:09:36,Streaming,Y,Y,24.0,416.0,8.0,,,,,0
ID4201,Diane,2021-03-15,14:26:53,Technical Support,Y,Y,55.0,145.0,10.0,,,,,100
ID4202,Dan,2021-03-15,14:26:53,Admin Support,Y,Y,92.0,254.0,10.0,,,,,100
ID4203,Martha,2021-03-15,15:51:50,Technical Support,Y,Y,106.0,202.0,6.0,,,,,-100
ID4204,Diane,2021-03-15,15:51:50,Admin Support,Y,Y,28.0,85.0,6.0,,,,,-100
ID4205,Becky,2021-03-15,16:04:48,Payment related,Y,Y,28.0,152.0,10.0,,,,,100
ID4206,Dan,2021-03-15,16:04:48,Contract related,Y,N,40.0,357.0,4.0,,,,,-100
ID4207,Greg,2021-03-15,16:27:50,Technical Support,Y,Y,12.0,405.0,10.0,,,,,100
ID4208,Joe,2021-03-15,16:27:50,Streaming,Y,Y,61.0,149.0,10.0,,,,,100
ID4209,Becky,2021-03-15,17:05:17,Streaming,Y,Y,92.0,84.0,2.0,,,,,-100
ID4212,Greg,2021-03-15,17:11:02,Admin Support,Y,Y,43.0,36.0,6.0,,,,,-100
ID4213,Joe,2021-03-15,17:18:14,Admin Support,Y,Y,46.0,233.0,10.0,,,,,100
ID4214,Dan,2021-03-15,17:18:14,Technical Support,Y,Y,51.0,362.0,8.0,,,,,0
ID4215,Diane,2021-03-15,17:28:19,Contract related,Y,Y,13.0,74.0,6.0,,,,,-100
ID4216,Diane,2021-03-15,17:28:19,Payment related,Y,N,19.0,104.0,10.0,,,,,100
ID4217,Becky,2021-03-15,17:32:38,Admin Support,Y,Y,30.0,209.0,6.0,,,,,-100
ID4218,Dan,2021-03-15,17:32:38,Technical Support,Y,Y,122.0,394.0,6.0,,,,,-100
ID4219,Greg,2021-03-15,17:47:02,Admin Support,Y,Y,83.0,221.0,4.0,,,,,-100
ID4221,Joe,2021-03-16,9:11:31,Technical Support,Y,Y,125.0,75.0,8.0,,,,,0
ID4222,Joe,2021-03-16,9:11:31,Admin Support,Y,Y,80.0,69.0,4.0,,,,,-100
ID4223,Stewart,2021-03-16,9:46:05,Streaming,Y,Y,112.0,347.0,4.0,,,,,-100
ID4224,Greg,2021-03-16,9:46:05,Streaming,Y,Y,113.0,206.0,10.0,,,,,100
ID4225,Dan,2021-03-16,10:09:07,Admin Support,Y,Y,95.0,240.0,8.0,,,,,0
ID4226,Joe,2021-03-16,10:09:07,Streaming,Y,Y,40.0,195.0,6.0,,,,,-100
ID4227,Dan,2021-03-16,10:10:34,Streaming,Y,Y,106.0,412.0,6.0,,,,,-100
ID4228,Greg,2021-03-16,10:10:34,Payment related,Y,Y,38.0,213.0,6.0,,,,,-100
ID4230,Greg,2021-03-16,10:23:31,Streaming,Y,Y,61.0,240.0,6.0,,,,,-100
ID4234,Jim,2021-03-16,10:35:02,Admin Support,Y,Y,70.0,251.0,2.0,,,,,-100
ID4237,Stewart,2021-03-16,11:44:10,Technical Support,Y,Y,56.0,336.0,8.0,,,,,0
ID4238,Stewart,2021-03-16,11:44:10,Streaming,Y,Y,26.0,371.0,8.0,,,,,0
ID4239,Diane,2021-03-16,12:21:36,Technical Support,Y,Y,11.0,186.0,8.0,,,,,0
ID4240,Greg,2021-03-16,12:21:36,Payment related,Y,Y,22.0,391.0,2.0,,,,,-100
ID4241,Jim,2021-03-16,12:43:12,Streaming,Y,Y,33.0,400.0,6.0,,,,,-100
ID4242,Stewart,2021-03-16,12:43:12,Streaming,Y,Y,58.0,66.0,8.0,,,,,0
ID4243,Greg,2021-03-16,12:48:58,Contract related,Y,Y,72.0,347.0,6.0,,,,,-100
ID4244,Greg,2021-03-16,12:48:58,Payment related,Y,Y,63.0,327.0,10.0,,,,,100
ID4245,Diane,2021-03-16,13:04:48,Streaming,Y,Y,52.0,212.0,8.0,,,,,0
ID4247,Stewart,2021-03-16,13:16:19,Technical Support,Y,Y,106.0,331.0,10.0,,,,,100
ID4248,Diane,2021-03-16,13:16:19,Admin Support,Y,Y,26.0,394.0,6.0,,,,,-100
ID4249,Diane,2021-03-16,13:29:17,Payment related,Y,Y,76.0,209.0,10.0,,,,,100
ID4250,Stewart,2021-03-16,13:29:17,Technical Support,Y,Y,45.0,389.0,10.0,,,,,100
ID4252,Dan,2021-03-16,13:32:10,Payment related,Y,Y,61.0,90.0,6.0,,,,,-100
ID4254,Dan,2021-03-16,13:56:38,Contract related,Y,N,38.0,295.0,4.0,,,,,-100
ID4255,Jim,2021-03-16,14:09:36,Contract related,Y,Y,19.0,133.0,8.0,,,,,0
ID4256,Joe,2021-03-16,14:09:36,Streaming,Y,Y,15.0,183.0,8.0,,,,,0
ID4257,Becky,2021-03-16,14:13:55,Streaming,Y,Y,90.0,295.0,6.0,,,,,-100
ID4258,Stewart,2021-03-16,14:13:55,Admin Support,Y,Y,99.0,64.0,6.0,,,,,-100
ID4259,Becky,2021-03-16,14:13:55,Contract related,Y,Y,18.0,116.0,10.0,,,,,100
ID4260,Jim,2021-03-16,14:13:55,Payment related,Y,Y,65.0,155.0,8.0,,,,,0
ID4261,Martha,2021-03-16,14:25:26,Admin Support,Y,Y,91.0,337.0,8.0,,,,,0
ID4262,Jim,2021-03-16,14:25:26,Streaming,Y,Y,95.0,124.0,8.0,,,,,0
ID4263,Jim,2021-03-16,14:34:05,Streaming,Y,Y,87.0,284.0,8.0,,,,,0
ID4264,Dan,2021-03-16,14:34:05,Payment related,Y,Y,71.0,361.0,6.0,,,,,-100
ID4265,Jim,2021-03-16,15:21:36,Admin Support,Y,Y,74.0,184.0,10.0,,,,,100
ID4266,Jim,2021-03-16,15:21:36,Technical Support,Y,Y,28.0,305.0,8.0,,,,,0
ID4267,Joe,2021-03-16,15:40:19,Contract related,Y,Y,101.0,173.0,6.0,,,,,-100
ID4269,Martha,2021-03-16,15:43:12,Payment related,Y,Y,90.0,288.0,6.0,,,,,-100
ID4270,Joe,2021-03-16,15:43:12,Contract related,Y,Y,76.0,296.0,10.0,,,,,100
ID4272,Joe,2021-03-16,16:00:29,Contract related,Y,N,20.0,79.0,10.0,,,,,100
ID4273,Becky,2021-03-16,16:13:26,Contract related,Y,N,26.0,379.0,6.0,,,,,-100
ID4274,Stewart,2021-03-16,16:13:26,Contract related,Y,Y,53.0,72.0,6.0,,,,,-100
ID4275,Greg,2021-03-16,16:36:29,Contract related,Y,Y,26.0,177.0,8.0,,,,,0
ID4276,Joe,2021-03-16,16:36:29,Payment related,Y,Y,66.0,222.0,6.0,,,,,-100
ID4277,Dan,2021-03-16,17:09:36,Payment related,Y,N,105.0,332.0,8.0,,,,,0
ID4278,Diane,2021-03-16,17:09:36,Admin Support,Y,Y,111.0,73.0,6.0,,,,,-100
ID4279,Martha,2021-03-16,17:49:55,Contract related,Y,Y,26.0,390.0,2.0,,,,,-100
ID4281,Stewart,2021-03-17,9:05:46,Payment related,Y,N,50.0,172.0,8.0,,,,,0
ID4282,Dan,2021-03-17,9:05:46,Streaming,Y,Y,57.0,366.0,10.0,,,,,100
ID4283,Jim,2021-03-17,9:43:12,Technical Support,Y,Y,26.0,79.0,10.0,,,,,100
ID4284,Greg,2021-03-17,9:43:12,Admin Support,Y,Y,104.0,418.0,2.0,,,,,-100
ID4285,Becky,2021-03-17,10:59:31,Technical Support,Y,Y,93.0,321.0,2.0,,,,,-100
ID4286,Jim,2021-03-17,10:59:31,Technical Support,Y,Y,108.0,125.0,6.0,,,,,-100
ID4287,Martha,2021-03-17,11:25:26,Streaming,Y,Y,42.0,142.0,10.0,,,,,100
ID4289,Jim,2021-03-17,11:44:10,Admin Support,Y,Y,94.0,317.0,10.0,,,,,100
ID4290,Dan,2021-03-17,11:44:10,Contract related,Y,Y,74.0,185.0,6.0,,,,,-100
ID4291,Diane,2021-03-17,12:43:12,Contract related,Y,Y,117.0,141.0,10.0,,,,,100
ID4293,Martha,2021-03-17,13:01:55,Payment related,Y,Y,49.0,54.0,2.0,,,,,-100
ID4294,Diane,2021-03-17,13:01:55,Streaming,Y,Y,23.0,280.0,6.0,,,,,-100
ID4296,Martha,2021-03-17,13:24:58,Streaming,Y,Y,84.0,136.0,10.0,,,,,100
ID4297,Martha,2021-03-17,13:58:05,Payment related,Y,Y,69.0,79.0,2.0,,,,,-100
ID4298,Diane,2021-03-17,13:58:05,Technical Support,Y,Y,25.0,284.0,6.0,,,,,-100
ID4301,Greg,2021-03-17,14:19:41,Payment related,Y,Y,34.0,273.0,8.0,,,,,0
ID4302,Joe,2021-03-17,14:19:41,Streaming,Y,N,45.0,225.0,2.0,,,,,-100
ID4304,Dan,2021-03-17,14:21:07,Payment related,Y,Y,29.0,110.0,10.0,,,,,100
ID4305,Jim,2021-03-17,15:17:17,Technical Support,Y,Y,26.0,195.0,8.0,,,,,0
ID4306,Diane,2021-03-17,15:17:17,Streaming,Y,Y,115.0,268.0,8.0,,,,,0
ID4307,Martha,2021-03-17,15:47:31,Payment related,Y,Y,78.0,248.0,6.0,,,,,-100
ID4308,Jim,2021-03-17,15:47:31,Streaming,Y,N,41.0,251.0,6.0,,,,,-100
ID4309,Diane,2021-03-17,16:20:38,Contract related,Y,Y,21.0,146.0,10.0,,,,,100
ID4311,Martha,2021-03-17,16:22:05,Streaming,Y,Y,47.0,270.0,10.0,,,,,100
ID4312,Jim,2021-03-17,16:22:05,Payment related,Y,N,98.0,359.0,4.0,,,,,-100
ID4314,Martha,2021-03-17,16:42:14,Payment related,Y,Y,51.0,274.0,8.0,,,,,0
ID4315,Becky,2021-03-17,16:46:34,Streaming,Y,Y,70.0,335.0,8.0,,,,,0
ID4316,Diane,2021-03-17,16:46:34,Contract related,Y,Y,58.0,380.0,4.0,,,,,-100
ID4319,Greg,2021-03-17,17:12:29,Streaming,Y,Y,39.0,234.0,10.0,,,,,100
ID4320,Joe,2021-03-17,17:12:29,Payment related,Y,Y,55.0,205.0,2.0,,,,,-100
ID4321,Diane,2021-03-17,17:13:55,Contract related,Y,Y,80.0,185.0,6.0,,,,,-100
ID4322,Dan,2021-03-17,17:13:55,Payment related,Y,Y,68.0,209.0,8.0,,,,,0
ID4323,Diane,2021-03-17,17:24:00,Technical Support,Y,Y,96.0,134.0,6.0,,,,,-100
ID4324,Greg,2021-03-17,17:24:00,Payment related,Y,Y,32.0,228.0,6.0,,,,,-100
ID4326,Diane,2021-03-17,17:26:53,Streaming,Y,Y,90.0,113.0,6.0,,,,,-100
ID4327,Dan,2021-03-17,17:48:29,Streaming,Y,Y,108.0,195.0,8.0,,,,,0
ID4328,Stewart,2021-03-17,17:48:29,Technical Support,Y,N,120.0,334.0,8.0,,,,,0
ID4329,Dan,2021-03-17,18:00:00,Contract related,Y,Y,21.0,279.0,10.0,,,,,100
ID4331,Martha,2021-03-18,9:14:24,Payment related,Y,N,59.0,167.0,8.0,,,,,0
ID4332,Stewart,2021-03-18,9:14:24,Admin Support,Y,Y,14.0,322.0,6.0,,,,,-100
ID4334,Stewart,2021-03-18,9:21:36,Streaming,Y,Y,57.0,44.0,6.0,,,,,-100
ID4335,Dan,2021-03-18,10:32:10,Streaming,Y,Y,123.0,244.0,6.0,,,,,-100
ID4336,Dan,2021-03-18,10:32:10,Streaming,Y,Y,71.0,341.0,6.0,,,,,-100
ID4337,Stewart,2021-03-18,10:56:38,Contract related,Y,N,71.0,256.0,6.0,,,,,-100
ID4338,Martha,2021-03-18,10:56:38,Technical Support,Y,Y,41.0,382.0,6.0,,,,,-100
ID4340,Martha,2021-03-18,11:38:24,Technical Support,Y,Y,80.0,343.0,8.0,,,,,0
ID4342,Greg,2021-03-18,12:02:53,Payment related,Y,Y,57.0,72.0,4.0,,,,,-100
ID4343,Stewart,2021-03-18,12:30:14,Streaming,Y,Y,17.0,159.0,6.0,,,,,-100
ID4344,Martha,2021-03-18,12:30:14,Admin Support,Y,Y,93.0,287.0,10.0,,,,,100
ID4345,Greg,2021-03-18,12:51:50,Payment related,Y,Y,13.0,43.0,6.0,,,,,-100
ID4346,Stewart,2021-03-18,12:51:50,Payment related,Y,Y,64.0,102.0,8.0,,,,,0
ID4347,Stewart,2021-03-18,13:36:29,Technical Support,Y,Y,98.0,110.0,10.0,,,,,100
ID4348,Greg,2021-03-18,13:36:29,Technical Support,Y,N,83.0,148.0,4.0,,,,,-100
ID4349,Martha,2021-03-18,13:49:26,Streaming,Y,N,116.0,378.0,10.0,,,,,100
ID4350,Becky,2021-03-18,13:49:26,Streaming,Y,Y,104.0,46.0,4.0,,,,,-100
ID4351,Martha,2021-03-18,14:02:24,Streaming,Y,Y,83.0,334.0,10.0,,,,,100
ID4352,Martha,2021-03-18,14:02:24,Admin Support,Y,Y,26.0,408.0,8.0,,,,,0
ID4353,Diane,2021-03-18,14:25:26,Admin Support,Y,Y,47.0,36.0,4.0,,,,,-100
ID4356,Joe,2021-03-18,14:41:17,Technical Support,Y,N,34.0,187.0,8.0,,,,,0
ID4357,Becky,2021-03-18,14:52:48,Technical Support,Y,Y,65.0,222.0,10.0,,,,,100
ID4358,Diane,2021-03-18,14:52:48,Streaming,Y,Y,54.0,379.0,6.0,,,,,-100
ID4359,Joe,2021-03-18,14:52:48,Technical Support,Y,Y,108.0,315.0,8.0,,,,,0
ID4360,Jim,2021-03-18,14:52:48,Contract related,Y,Y,114.0,282.0,8.0,,,,,0
ID4361,Jim,2021-03-18,15:48:58,Admin Support,Y,Y,109.0,179.0,6.0,,,,,-100
ID4362,Jim,2021-03-18,15:48:58,Streaming,Y,Y,115.0,215.0,6.0,,,,,-100
ID4363,Joe,2021-03-18,16:03:22,Streaming,Y,Y,125.0,247.0,6.0,,,,,-100
ID4364,Joe,2021-03-18,16:03:22,Technical Support,Y,Y,116.0,199.0,8.0,,,,,0
ID4365,Greg,2021-03-18,16:16:19,Admin Support,Y,Y,12.0,171.0,6.0,,,,,-100
ID4366,Becky,2021-03-18,16:16:19,Streaming,Y,Y,96.0,134.0,10.0,,,,,100
ID4367,Diane,2021-03-18,16:30:43,Streaming,Y,Y,13.0,317.0,10.0,,,,,100
ID4369,Jim,2021-03-18,16:58:05,Contract related,Y,Y,96.0,382.0,6.0,,,,,-100
ID4371,Dan,2021-03-18,17:08:10,Streaming,Y,Y,37.0,355.0,6.0,,,,,-100
ID4372,Stewart,2021-03-18,17:08:10,Technical Support,Y,Y,45.0,375.0,8.0,,,,,0
ID4373,Becky,2021-03-18,17:22:34,Streaming,Y,Y,44.0,164.0,10.0,,,,,100
ID4375,Martha,2021-03-18,17:26:53,Contract related,Y,Y,65.0,199.0,6.0,,,,,-100
ID4376,Martha,2021-03-18,17:26:53,Streaming,Y,Y,48.0,127.0,8.0,,,,,0
ID4377,Stewart,2021-03-18,17:41:17,Technical Support,Y,Y,119.0,154.0,2.0,,,,,-100
ID4378,Jim,2021-03-18,17:41:17,Contract related,Y,N,102.0,316.0,6.0,,,,,-100
ID4379,Stewart,2021-03-19,9:15:50,Contract related,Y,Y,30.0,310.0,10.0,,,,,100
ID4380,Joe,2021-03-19,9:15:50,Payment related,Y,Y,51.0,319.0,2.0,,,,,-100
ID4382,Becky,2021-03-19,9:47:31,Technical Support,Y,Y,39.0,310.0,10.0,,,,,100
ID4383,Becky,2021-03-19,10:03:22,Payment related,Y,Y,102.0,327.0,4.0,,,,,-100
ID4384,Stewart,2021-03-19,10:03:22,Payment related,Y,Y,112.0,40.0,6.0,,,,,-100
ID4386,Martha,2021-03-19,10:14:53,Technical Support,Y,Y,42.0,276.0,10.0,,,,,100
ID4387,Greg,2021-03-19,11:12:29,Admin Support,Y,Y,87.0,88.0,6.0,,,,,-100
ID4389,Becky,2021-03-19,11:13:55,Contract related,Y,Y,123.0,152.0,6.0,,,,,-100
ID4391,Dan,2021-03-19,11:29:46,Contract related,Y,Y,98.0,86.0,6.0,,,,,-100
ID4392,Jim,2021-03-19,11:29:46,Streaming,Y,Y,45.0,39.0,8.0,,,,,0
ID4393,Stewart,2021-03-19,12:14:24,Payment related,Y,Y,50.0,134.0,6.0,,,,,-100
ID4394,Joe,2021-03-19,12:14:24,Payment related,Y,Y,102.0,270.0,8.0,,,,,0
ID4395,Diane,2021-03-19,12:27:22,Admin Support,Y,Y,93.0,132.0,2.0,,,,,-100
ID4396,Stewart,2021-03-19,12:27:22,Admin Support,Y,Y,28.0,327.0,6.0,,,,,-100
ID4399,Joe,2021-03-19,12:59:02,Technical Support,Y,N,123.0,46.0,8.0,,,,,0
ID4400,Greg,2021-03-19,12:59:02,Admin Support,Y,Y,112.0,249.0,8.0,,,,,0
ID4401,Stewart,2021-03-19,13:07:41,Contract related,Y,Y,12.0,76.0,6.0,,,,,-100
ID4402,Dan,2021-03-19,13:07:41,Contract related,Y,Y,107.0,361.0,8.0,,,,,0
ID4403,Diane,2021-03-19,13:55:12,Technical Support,Y,Y,97.0,218.0,4.0,,,,,-100
ID4406,Diane,2021-03-19,14:18:14,Admin Support,Y,Y,98.0,407.0,8.0,,,,,0
ID4407,Jim,2021-03-19,15:21:36,Streaming,Y,Y,96.0,349.0,4.0,,,,,-100
ID4409,Joe,2021-03-19,15:24:29,Payment related,Y,Y,60.0,77.0,2.0,,,,,-100
ID4410,Joe,2021-03-19,15:24:29,Contract related,Y,Y,115.0,296.0,6.0,,,,,-100
ID4411,Martha,2021-03-19,15:28:48,Contract related,Y,Y,86.0,137.0,8.0,,,,,0
ID4412,Martha,2021-03-19,15:28:48,Payment related,Y,Y,99.0,130.0,4.0,,,,,-100
ID4413,Greg,2021-03-19,15:34:34,Admin Support,Y,N,55.0,211.0,8.0,,,,,0
ID4414,Joe,2021-03-19,15:34:34,Streaming,Y,N,100.0,92.0,4.0,,,,,-100
ID4415,Becky,2021-03-19,16:27:50,Contract related,Y,Y,101.0,84.0,8.0,,,,,0
ID4416,Joe,2021-03-19,16:27:50,Payment related,Y,Y,105.0,379.0,10.0,,,,,100
ID4418,Greg,2021-03-19,16:33:36,Contract related,Y,Y,47.0,414.0,8.0,,,,,0
ID4419,Greg,2021-03-19,16:43:41,Admin Support,Y,Y,123.0,160.0,6.0,,,,,-100
ID4420,Jim,2021-03-19,16:43:41,Streaming,Y,N,108.0,279.0,6.0,,,,,-100
ID4422,Martha,2021-03-20,9:05:46,Technical Support,Y,Y,35.0,67.0,10.0,,,,,100
ID4423,Jim,2021-03-20,9:57:36,Technical Support,Y,Y,80.0,187.0,10.0,,,,,100
ID4424,Dan,2021-03-20,9:57:36,Technical Support,Y,Y,16.0,175.0,10.0,,,,,100
ID4425,Dan,2021-03-20,10:17:46,Admin Support,Y,Y,102.0,375.0,6.0,,,,,-100
ID4427,Joe,2021-03-20,10:19:12,Streaming,Y,Y,111.0,376.0,6.0,,,,,-100
ID4428,Becky,2021-03-20,10:19:12,Payment related,Y,Y,81.0,285.0,8.0,,,,,0
ID4430,Martha,2021-03-20,10:42:14,Technical Support,Y,Y,32.0,36.0,10.0,,,,,100
ID4432,Diane,2021-03-20,11:12:29,Streaming,Y,Y,52.0,194.0,6.0,,,,,-100
ID4433,Martha,2021-03-20,11:25:26,Technical Support,Y,Y,112.0,191.0,10.0,,,,,100
ID4434,Becky,2021-03-20,11:25:26,Technical Support,Y,Y,30.0,375.0,6.0,,,,,-100
ID4435,Becky,2021-03-20,11:47:02,Admin Support,Y,Y,91.0,119.0,2.0,,,,,-100
ID4436,Greg,2021-03-20,11:47:02,Streaming,Y,Y,53.0,315.0,6.0,,,,,-100
ID4439,Jim,2021-03-20,12:12:58,Technical Support,Y,Y,40.0,302.0,6.0,,,,,-100
ID4440,Diane,2021-03-20,12:12:58,Contract related,Y,Y,45.0,346.0,10.0,,,,,100
ID4442,Stewart,2021-03-20,12:24:29,Admin Support,Y,Y,89.0,217.0,4.0,,,,,-100
ID4443,Becky,2021-03-20,13:07:41,Technical Support,Y,Y,24.0,110.0,10.0,,,,,100
ID4444,Diane,2021-03-20,13:07:41,Technical Support,Y,Y,76.0,304.0,6.0,,,,,-100
ID4445,Greg,2021-03-20,13:12:00,Streaming,Y,Y,27.0,257.0,4.0,,,,,-100
ID4446,Stewart,2021-03-20,13:12:00,Contract related,Y,N,27.0,151.0,8.0,,,,,0
ID4447,Diane,2021-03-20,13:42:14,Contract related,Y,Y,104.0,332.0,4.0,,,,,-100
ID4448,Diane,2021-03-20,13:42:14,Admin Support,Y,Y,110.0,209.0,2.0,,,,,-100
ID4449,Joe,2021-03-20,13:46:34,Contract related,Y,Y,51.0,311.0,8.0,,,,,0
